Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B12 (Cobalamin) (µg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g)
2016-10-3,"Multi grain hot cereal","1.00 cup",140.95,0.00,0.00,247.69,0.31,0.00,0.11,2.00,0.47,0.18,33.73,15.00,0.00,0.00,0.26,1.15,32.85,0.42,1.92,85.96,1.43,180.38,298.94,16.06,315.87,1.25,29.07,6.07,20.97,1.29,1.12,0.00,0.25,0.03,0.45,0.48,0.18,0.00,0.14,0.17,0.28,0.52,0.32,0.11,0.33,6.69,0.25,0.10,0.22,0.33
2016-10-3,"Granola, homemade","0.20 cup, whole pieces",103.95,0.09,0.00,2.88,0.11,0.01,0.04,0.46,0.17,0.06,20.80,81.93,0.19,0.00,1.38,2.46,10.23,0.11,0.77,29.45,0.83,79.97,84.12,5.65,25.91,0.76,13.13,1.56,5.18,6.41,5.13,0.00,1.53,0.08,1.50,1.58,1.66,0.10,0.06,0.06,0.10,0.18,0.12,0.05,0.12,2.40,0.09,0.03,0.08,0.13
2016-10-3,"Vegetables, broccoli and cauliflower, frozen, boiled, drained","1.00 250ml",46.66,0.00,0.00,179.53,0.09,0.00,0.13,0.75,0.36,0.21,68.90,2354.76,69.50,0.00,1.36,109.23,66.47,0.07,0.99,28.31,0.46,77.13,310.54,2.44,40.89,0.42,8.86,4.89,1.55,2.42,0.32,0.00,0.02,,,0.15,0.05,0.00,0.04,0.09,0.18,0.23,0.24,0.06,0.15,4.59,0.16,0.05,0.10,0.22
2016-10-3,"Vegetable soup, plain, homemade","1.00 cup",96.93,0.00,0.00,253.08,0.26,0.00,0.10,1.41,0.61,0.29,52.98,2751.85,34.97,0.00,0.95,58.57,57.51,0.16,1.04,35.87,0.35,77.97,472.83,1.81,189.97,0.55,19.16,4.24,8.27,5.09,1.72,0.00,0.35,0.16,0.76,0.92,0.28,0.01,0.04,0.07,0.12,0.18,0.17,0.04,0.12,3.11,0.12,0.04,0.08,0.15
2016-10-3,"Shortbread cookie, bakery","2.00 each - approx 1 1/2"" x 1""",205.22,0.00,0.00,2.48,0.16,0.00,0.10,1.23,0.09,0.01,26.67,0.00,0.00,0.00,0.11,5.57,3.17,0.03,0.97,4.58,0.14,22.50,22.37,7.09,0.46,0.15,20.06,0.63,15.21,4.21,13.02,0.00,7.49,0.00,1.67,1.68,3.22,3.82,0.05,0.05,0.07,0.15,0.05,0.04,0.11,2.15,0.06,0.03,0.06,0.09
2016-10-3,"Half and half","10.00 tsp",65.54,0.00,0.00,40.62,0.02,0.17,0.08,0.04,0.15,0.02,1.51,178.48,0.45,4.03,0.17,0.66,52.94,0.01,0.04,5.04,0.00,47.90,65.54,0.91,20.67,0.26,2.17,0.00,0.00,2.17,5.80,18.65,1.67,0.08,0.13,0.22,3.61,0.21,0.01,0.04,0.09,0.15,0.12,0.04,0.07,1.49,0.07,0.02,0.07,0.10
2016-10-3,"Biryani (Indian seasoned rice), without meat","2.00 cup",226.83,0.00,0.00,283.39,0.10,0.00,0.10,1.04,0.76,0.25,42.70,1925.33,27.79,0.00,1.18,41.01,45.81,0.15,1.75,31.90,0.98,74.32,233.73,10.93,320.25,0.97,42.66,3.72,35.20,2.39,4.62,0.00,3.09,0.08,0.48,0.56,0.71,0.01,0.08,0.11,0.21,0.34,0.22,0.09,0.22,5.15,0.18,0.06,0.14,0.27
2016-10-3,"Multi grain hot cereal","0.50 cup",70.48,0.00,0.00,123.85,0.15,0.00,0.05,1.00,0.24,0.09,16.86,7.50,0.00,0.00,0.13,0.58,16.43,0.21,0.96,42.98,0.71,90.19,149.47,8.03,157.94,0.63,14.53,3.03,10.48,0.65,0.56,0.00,0.12,0.02,0.22,0.24,0.09,0.00,0.07,0.08,0.14,0.26,0.16,0.05,0.17,3.34,0.12,0.05,0.11,0.17
2016-10-3,"Granola, homemade","0.10 cup, whole pieces",51.98,0.04,0.00,1.44,0.05,0.00,0.02,0.23,0.09,0.03,10.40,40.96,0.10,0.00,0.69,1.23,5.12,0.05,0.38,14.72,0.42,39.99,42.06,2.83,12.96,0.38,6.56,0.78,2.59,3.21,2.56,0.00,0.77,0.04,0.75,0.79,0.83,0.05,0.03,0.03,0.05,0.09,0.06,0.03,0.06,1.20,0.04,0.02,0.04,0.06
2016-10-3,"Milk, whole","0.25 cup",37.21,0.00,0.00,53.76,0.03,0.27,0.10,0.05,0.23,0.02,3.05,98.82,0.00,31.11,0.04,0.18,68.93,0.02,0.02,6.10,0.00,51.24,80.52,2.26,26.23,0.23,2.93,0.00,0.00,3.08,1.98,6.10,0.50,0.05,0.07,0.12,1.14,0.07,0.01,0.06,0.10,0.18,0.16,0.05,0.10,1.92,0.08,0.02,0.10,0.13
2016-10-3,"Tap water","5.00 cup",0.00,0.00,0.00,1183.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.55,0.12,0.00,11.85,0.00,0.00,0.00,0.00,47.40,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-10-4,"Tap water","4.00 cup",0.00,0.00,0.00,947.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.44,0.09,0.00,9.48,0.00,0.00,0.00,0.00,37.92,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-10-4,"FlaxPlus, pancake mix, multigrain","2.00 Dry Serving",280.00,0.00,,,,,,,,,,0.00,0.00,,,,160.00,,2.16,,,,,,480.00,,54.00,4.00,40.00,10.00,2.00,0.00,,,,,0.00,0.00,,,,,,,,14.00,,,,
2016-10-4,"Milk, whole","0.25 cup",37.21,0.00,0.00,53.76,0.03,0.27,0.10,0.05,0.23,0.02,3.05,98.82,0.00,31.11,0.04,0.18,68.93,0.02,0.02,6.10,0.00,51.24,80.52,2.26,26.23,0.23,2.93,0.00,0.00,3.08,1.98,6.10,0.50,0.05,0.07,0.12,1.14,0.07,0.01,0.06,0.10,0.18,0.16,0.05,0.10,1.92,0.08,0.02,0.10,0.13
2016-10-4,"Wheat bread","4.00 thin slice - 4 1/4"" x 4"" x 3/8""",213.60,0.00,0.00,28.16,0.33,0.00,0.20,4.50,0.66,0.09,68.00,1.60,0.16,0.00,0.15,3.92,106.40,0.13,2.79,36.00,0.94,119.20,141.60,23.04,406.40,0.95,38.94,3.20,28.82,4.73,2.59,0.00,0.49,0.11,1.09,1.20,0.62,0.02,0.10,0.10,0.17,0.31,0.14,0.07,0.21,8.58,0.14,0.06,0.11,0.21
2016-10-4,"Avocado, black skin, California type","1.00 each",227.12,0.00,0.00,98.37,0.10,0.00,0.19,2.60,1.99,0.39,121.04,199.92,11.97,0.00,2.62,28.56,17.68,0.23,0.83,39.44,0.20,73.44,689.52,0.54,10.88,0.92,11.75,9.25,0.15,0.41,20.96,0.00,13.33,0.15,2.28,2.47,2.89,0.00,0.04,0.07,0.11,0.19,0.18,0.05,0.13,2.67,0.10,0.03,0.07,0.14
2016-10-4,"Milk, whole","0.25 cup",37.21,0.00,0.00,53.76,0.03,0.27,0.10,0.05,0.23,0.02,3.05,98.82,0.00,31.11,0.04,0.18,68.93,0.02,0.02,6.10,0.00,51.24,80.52,2.26,26.23,0.23,2.93,0.00,0.00,3.08,1.98,6.10,0.50,0.05,0.07,0.12,1.14,0.07,0.01,0.06,0.10,0.18,0.16,0.05,0.10,1.92,0.08,0.02,0.10,0.13
2016-10-4,"Biryani (Indian seasoned rice), without meat","2.00 cup",226.83,0.00,0.00,283.39,0.10,0.00,0.10,1.04,0.76,0.25,42.70,1925.33,27.79,0.00,1.18,41.01,45.81,0.15,1.75,31.90,0.98,74.32,233.73,10.93,320.25,0.97,42.66,3.72,35.20,2.39,4.62,0.00,3.09,0.08,0.48,0.56,0.71,0.01,0.08,0.11,0.21,0.34,0.22,0.09,0.22,5.15,0.18,0.06,0.14,0.27
2016-10-5,"Tap water","4.00 cup",0.00,0.00,0.00,947.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.44,0.09,0.00,9.48,0.00,0.00,0.00,0.00,37.92,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-10-5,"Subway Veggie Delite Sandwich, no mayo","0.75 each - 6"" sub",200.25,0.00,0.00,85.04,0.27,0.12,0.18,3.55,0.60,0.12,61.83,418.89,9.02,24.83,0.36,11.50,174.11,0.13,2.32,35.42,0.77,156.07,233.98,18.81,344.07,1.02,31.89,3.18,21.45,5.23,4.56,8.25,1.05,0.11,0.92,1.04,1.97,0.11,0.09,0.13,0.22,0.39,0.25,0.10,0.25,8.40,0.18,0.07,0.17,0.27
2016-10-5,"White bread, low sodium","2.50 large slice - 4 3/4"" x 4 3/4"" x 1/2""",200.25,0.00,0.00,27.53,0.35,0.02,0.26,2.98,0.29,0.05,83.25,0.00,0.00,0.00,0.17,2.32,81.00,0.09,2.27,18.00,0.29,70.50,89.25,16.95,223.50,0.46,37.20,1.15,32.74,3.23,2.70,0.75,1.21,0.03,0.53,0.56,0.61,0.47,0.13,0.13,0.24,0.43,0.17,0.11,0.30,6.15,0.18,0.07,0.18,0.27
2016-10-5,"Butter, unsalted","0.75 tbsp",76.29,0.00,0.00,1.91,0.00,0.02,0.00,0.00,0.01,0.00,0.32,265.91,0.00,1.09,0.25,0.74,2.55,0.00,0.00,0.21,0.00,2.55,2.55,0.11,1.17,0.01,0.01,0.00,0.00,0.01,8.63,22.88,2.49,0.03,0.19,0.32,5.37,0.35,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.09,0.00,0.00,0.00,0.01
2016-10-5,"Butternut squash soup","1.00 cup",134.63,0.00,0.00,209.07,0.12,0.01,0.04,1.57,0.62,0.27,20.55,10702.84,15.13,0.98,1.10,4.91,46.87,0.17,0.71,34.99,0.24,54.79,443.96,0.70,749.82,0.35,28.09,4.07,16.56,4.87,2.23,6.11,0.56,0.05,0.14,0.19,1.29,0.07,0.03,0.05,0.09,0.13,0.12,0.03,0.09,1.98,0.09,0.03,0.07,0.11
2016-10-5,"Rice and beans","1.00 cup",365.38,0.00,0.00,150.98,0.42,0.00,0.08,1.97,0.65,0.20,180.75,43.86,1.59,0.00,1.05,25.56,47.56,0.30,3.59,86.24,0.97,193.81,439.71,13.57,471.72,1.68,53.53,9.65,31.30,1.68,11.73,0.00,2.61,0.86,5.73,6.59,1.93,0.06,0.16,0.32,0.52,0.95,0.73,0.20,0.64,12.01,0.48,0.14,0.35,0.64
2016-10-5,"Plums, raw","1.00 fruit (2-1/8"" dia)",30.36,,,57.57,0.02,,0.02,0.28,0.09,0.02,3.30,227.70,6.27,,0.17,4.22,3.96,0.04,0.11,4.62,0.03,10.56,103.62,,,0.07,7.54,0.92,0.07,6.55,0.18,,0.09,,0.03,0.03,0.01,,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.46,0.01,0.01,0.01,0.01
2016-10-6,"Subway Veggie Delite Sandwich, no mayo","1.00 each - 6"" sub",267.00,0.00,0.00,113.39,0.36,0.17,0.25,4.73,0.80,0.16,82.44,558.52,12.03,33.11,0.48,15.34,232.15,0.17,3.09,47.23,1.03,208.09,311.97,25.08,458.76,1.36,42.53,4.23,28.60,6.97,6.07,11.00,1.40,0.14,1.23,1.38,2.63,0.15,0.12,0.17,0.29,0.52,0.33,0.13,0.34,11.20,0.24,0.09,0.22,0.35
2016-10-6,"Tap water","1.00 cup",0.00,0.00,0.00,236.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.11,0.02,0.00,2.37,0.00,0.00,0.00,0.00,9.48,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-10-6,"Vegetables, broccoli and cauliflower, frozen, boiled, drained","1.00 250ml",46.66,0.00,0.00,179.53,0.09,0.00,0.13,0.75,0.36,0.21,68.90,2354.76,69.50,0.00,1.36,109.23,66.47,0.07,0.99,28.31,0.46,77.13,310.54,2.44,40.89,0.42,8.86,4.89,1.55,2.42,0.32,0.00,0.02,,,0.15,0.05,0.00,0.04,0.09,0.18,0.23,0.24,0.06,0.15,4.59,0.16,0.05,0.10,0.22
2016-10-6,"Potatoes, boiled, cooked in skin, flesh, without salt","1.00 potato (2-1/2"" dia, sphere)",118.32,,,104.69,0.14,,0.03,1.96,0.71,0.41,13.60,4.08,17.68,,0.01,2.99,6.80,0.26,0.42,29.92,0.19,59.84,515.44,0.41,5.44,0.41,27.38,2.45,23.69,1.24,0.14,,0.00,0.01,0.04,0.06,0.04,,0.03,0.06,0.10,0.15,0.16,0.04,0.11,2.54,0.09,0.04,0.09,0.14
2016-10-6,"Clif Bar, Crunchy Peanut Butter","0.20 bar - each 2.4 oz",49.15,0.00,0.00,1.24,0.03,0.18,0.05,0.60,0.40,0.08,16.00,300.00,10.80,8.00,4.02,4.00,50.00,0.03,0.36,12.00,0.04,20.00,46.00,1.40,47.98,0.30,7.99,0.76,1.77,4.21,1.20,0.00,0.48,0.06,0.40,0.47,0.18,0.00,0.03,0.06,0.10,0.17,0.12,0.03,0.11,2.20,0.08,0.03,0.08,0.10
2016-10-6,"Authentic Indian, dosa, masala, frozen, with coconut chutney","2.00 Each",500.00,0.00,,,,,,,,,,0.00,2.40,,,,80.00,,2.16,,,,,,660.00,,78.00,8.00,68.00,2.00,15.60,0.00,,,,,3.00,0.00,,,,,,,,12.00,,,,
2016-10-7,"Tap water","5.00 cup",0.00,0.00,0.00,1183.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.55,0.12,0.00,11.85,0.00,0.00,0.00,0.00,47.40,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-10-7,"Croissants, butter","1.00 croissant, medium",231.42,,,13.22,0.22,0.09,0.14,1.25,0.49,0.03,50.16,424.08,0.11,,0.48,1.03,21.09,0.05,1.16,9.12,0.19,59.85,67.26,12.94,266.19,0.43,26.11,1.48,18.21,6.42,11.97,38.19,3.15,0.17,0.45,0.62,6.65,,0.10,0.11,0.21,0.36,0.19,0.10,0.24,4.67,0.16,0.06,0.15,0.23
2016-10-7,"Aramark Campus, vegetables, sauteed","1.00 x 0.5 Cup",30.00,,,,,,,,,,,101.20,11.27,,,,8.54,,0.17,,,,,,80.00,,4.00,1.00,1.00,2.00,1.00,0.00,,,,,0.00,,,,,,,,,1.00,,,,
2016-10-7,"Butter, unsalted","1.00 tbsp",101.72,0.00,0.00,2.55,0.00,0.02,0.00,0.01,0.02,0.00,0.43,354.55,0.00,1.46,0.33,0.99,3.41,0.00,0.00,0.28,0.00,3.41,3.41,0.14,1.56,0.01,0.01,0.00,0.00,0.01,11.51,30.50,3.32,0.04,0.26,0.43,7.16,0.47,0.00,0.00,0.01,0.01,0.01,0.00,0.01,0.12,0.01,0.00,0.01,0.01
2016-10-7,"Half and half","4.00 tsp",26.22,0.00,0.00,16.25,0.01,0.07,0.03,0.02,0.06,0.01,0.61,71.39,0.18,1.61,0.07,0.26,21.18,0.00,0.01,2.02,0.00,19.16,26.22,0.36,8.27,0.10,0.87,0.00,0.00,0.87,2.32,7.46,0.67,0.03,0.05,0.09,1.44,0.08,0.01,0.02,0.04,0.06,0.05,0.01,0.03,0.60,0.03,0.01,0.03,0.04
2016-10-7,"Sugar, white granulated","1.00 tsp",16.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.04,0.00,4.17,0.00,0.00,4.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-10-7,"Authentic Indian, dosa, masala, frozen, with coconut chutney","0.75 Each",187.50,0.00,,,,,,,,,,0.00,0.90,,,,30.00,,0.81,,,,,,247.50,,29.25,3.00,25.50,0.75,5.85,0.00,,,,,1.13,0.00,,,,,,,,4.50,,,,
2016-10-7,"Milk, whole","1.00 cup",148.84,0.00,0.00,215.03,0.11,1.10,0.41,0.22,0.91,0.09,12.20,395.27,0.00,124.44,0.17,0.73,275.71,0.06,0.07,24.40,0.01,204.95,322.07,9.03,104.92,0.90,11.71,0.00,0.00,12.32,7.93,24.40,1.98,0.18,0.29,0.48,4.55,0.28,0.05,0.23,0.40,0.73,0.64,0.20,0.40,7.69,0.33,0.10,0.39,0.50
2016-10-7,"Watermelon, fresh","1.00 cup, cubed",45.60,0.00,0.00,139.00,0.05,0.00,0.03,0.27,0.34,0.07,4.56,864.87,12.31,0.00,0.08,0.15,10.64,0.06,0.36,15.20,0.06,16.72,170.24,0.61,1.52,0.15,11.48,0.61,0.00,9.42,0.23,0.00,0.06,0.00,0.08,0.08,0.02,0.00,0.00,0.01,0.03,0.03,0.09,0.01,0.02,0.93,0.04,0.01,0.02,0.02
2016-10-7,"Wheat bread","1.50 large slice - 4 1/2"" x 4 1/4"" x 1/2""",172.22,0.00,0.00,22.70,0.27,0.00,0.16,3.62,0.53,0.07,54.82,1.29,0.13,0.00,0.12,3.16,85.79,0.10,2.25,29.03,0.76,96.10,114.16,18.58,327.66,0.77,31.40,2.58,23.23,3.81,2.09,0.00,0.39,0.09,0.88,0.97,0.50,0.02,0.08,0.08,0.14,0.25,0.12,0.06,0.17,6.91,0.11,0.05,0.09,0.17
2016-10-7,"Multi grain hot cereal","0.40 cup",56.38,0.00,0.00,99.08,0.12,0.00,0.04,0.80,0.19,0.07,13.49,6.00,0.00,0.00,0.11,0.46,13.14,0.17,0.77,34.38,0.57,72.15,119.58,6.42,126.35,0.50,11.63,2.43,8.39,0.52,0.45,0.00,0.10,0.01,0.18,0.19,0.07,0.00,0.06,0.07,0.11,0.21,0.13,0.04,0.13,2.68,0.10,0.04,0.09,0.13
2016-10-7,"Granola, homemade","0.10 cup, whole pieces",51.98,0.04,0.00,1.44,0.05,0.00,0.02,0.23,0.09,0.03,10.40,40.96,0.10,0.00,0.69,1.23,5.12,0.05,0.38,14.72,0.42,39.99,42.06,2.83,12.96,0.38,6.56,0.78,2.59,3.21,2.56,0.00,0.77,0.04,0.75,0.79,0.83,0.05,0.03,0.03,0.05,0.09,0.06,0.03,0.06,1.20,0.04,0.02,0.04,0.06
2016-10-8,"Tap water","4.00 cup",0.00,0.00,0.00,947.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.44,0.09,0.00,9.48,0.00,0.00,0.00,0.00,37.92,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-10-8,"Subway Veggie Delite Sandwich, no mayo","1.00 each - 6"" sub",267.00,0.00,0.00,113.39,0.36,0.17,0.25,4.73,0.80,0.16,82.44,558.52,12.03,33.11,0.48,15.34,232.15,0.17,3.09,47.23,1.03,208.09,311.97,25.08,458.76,1.36,42.53,4.23,28.60,6.97,6.07,11.00,1.40,0.14,1.23,1.38,2.63,0.15,0.12,0.17,0.29,0.52,0.33,0.13,0.34,11.20,0.24,0.09,0.22,0.35
2016-10-8,"Biryani (Indian seasoned rice), without meat","5.00 cup",567.06,0.00,0.00,708.49,0.25,0.00,0.25,2.60,1.91,0.64,106.74,4813.34,69.48,0.00,2.95,102.53,114.51,0.39,4.37,79.74,2.45,185.80,584.33,27.32,800.63,2.42,106.65,9.30,88.01,5.98,11.56,0.00,7.71,0.21,1.20,1.40,1.76,0.02,0.20,0.27,0.52,0.86,0.55,0.23,0.56,12.87,0.46,0.15,0.36,0.68
2016-10-8,"Watermelon, fresh","2.00 cup, cubed",91.20,0.00,0.00,278.00,0.10,0.00,0.06,0.54,0.67,0.14,9.12,1729.74,24.62,0.00,0.15,0.30,21.28,0.13,0.73,30.40,0.12,33.44,340.48,1.22,3.04,0.30,22.95,1.22,0.00,18.85,0.46,0.00,0.11,0.00,0.15,0.15,0.05,0.00,0.01,0.02,0.06,0.05,0.19,0.02,0.05,1.85,0.08,0.02,0.04,0.05
2016-10-8,"Wheat bread","2.00 thin slice - 4 1/4"" x 4"" x 3/8""",106.80,0.00,0.00,14.08,0.17,0.00,0.10,2.25,0.33,0.04,34.00,0.80,0.08,0.00,0.08,1.96,53.20,0.06,1.40,18.00,0.47,59.60,70.80,11.52,203.20,0.48,19.47,1.60,14.41,2.36,1.30,0.00,0.24,0.05,0.54,0.60,0.31,0.01,0.05,0.05,0.09,0.16,0.07,0.04,0.11,4.29,0.07,0.03,0.06,0.10
2016-10-8,"Peanut butter, unsalted","1.00 tbsp",96.43,0.00,0.00,0.20,0.02,0.00,0.03,2.11,0.18,0.07,14.03,0.00,0.00,0.00,1.47,0.05,7.90,0.07,0.28,27.09,0.27,54.02,89.98,0.66,2.74,0.40,3.60,0.81,0.57,1.69,8.28,0.00,4.18,0.00,1.98,2.02,1.66,0.01,0.04,0.09,0.10,0.25,0.11,0.04,0.19,3.58,0.08,0.04,0.13,0.13
2016-10-9,"Tap water","4.00 cup",0.00,0.00,0.00,947.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.44,0.09,0.00,9.48,0.00,0.00,0.00,0.00,37.92,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-10-9,"Subway Veggie Delite Sandwich, no mayo","1.00 each - 6"" sub",267.00,0.00,0.00,113.39,0.36,0.17,0.25,4.73,0.80,0.16,82.44,558.52,12.03,33.11,0.48,15.34,232.15,0.17,3.09,47.23,1.03,208.09,311.97,25.08,458.76,1.36,42.53,4.23,28.60,6.97,6.07,11.00,1.40,0.14,1.23,1.38,2.63,0.15,0.12,0.17,0.29,0.52,0.33,0.13,0.34,11.20,0.24,0.09,0.22,0.35
2016-10-9,"Authentic Indian, dosa, masala, frozen, with coconut chutney","1.00 Each",250.00,0.00,,,,,,,,,,0.00,1.20,,,,40.00,,1.08,,,,,,330.00,,39.00,4.00,34.00,1.00,7.80,0.00,,,,,1.50,0.00,,,,,,,,6.00,,,,
2016-10-9,"Chapati or roti bread (Indian bread)","1.00 large - 8"" diameter",148.26,0.00,0.00,17.62,0.17,0.00,0.06,1.65,0.20,0.14,14.67,3.00,0.00,0.00,0.56,7.90,11.70,0.14,1.20,45.73,1.36,119.00,121.03,22.41,154.93,0.87,23.99,3.57,19.26,0.14,4.79,0.00,0.99,0.29,2.38,2.67,0.76,0.02,0.09,0.12,0.15,0.30,0.12,0.08,0.23,4.40,0.12,0.06,0.09,0.19
2016-10-9,"Wheat bread","2.00 thin slice - 4 1/4"" x 4"" x 3/8""",106.80,0.00,0.00,14.08,0.17,0.00,0.10,2.25,0.33,0.04,34.00,0.80,0.08,0.00,0.08,1.96,53.20,0.06,1.40,18.00,0.47,59.60,70.80,11.52,203.20,0.48,19.47,1.60,14.41,2.36,1.30,0.00,0.24,0.05,0.54,0.60,0.31,0.01,0.05,0.05,0.09,0.16,0.07,0.04,0.11,4.29,0.07,0.03,0.06,0.10
2016-10-9,"Honey","1.00 tbsp",63.84,,,3.59,,,0.01,0.03,0.01,0.01,0.42,,0.11,,,,1.26,0.01,0.09,0.42,0.02,0.84,10.92,0.17,0.84,0.05,17.30,0.04,0.02,17.25,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00
2016-10-9,"Milk, whole","0.20 cup",29.77,0.00,0.00,43.01,0.02,0.22,0.08,0.04,0.18,0.02,2.44,79.05,0.00,24.89,0.03,0.15,55.14,0.01,0.01,4.88,0.00,40.99,64.41,1.81,20.98,0.18,2.34,0.00,0.00,2.46,1.59,4.88,0.40,0.04,0.06,0.10,0.91,0.06,0.01,0.05,0.08,0.15,0.13,0.04,0.08,1.54,0.07,0.02,0.08,0.10
2016-10-10,"Subway Veggie Delite Sandwich, no mayo","1.00 each - 6"" sub",267.00,0.00,0.00,113.39,0.36,0.17,0.25,4.73,0.80,0.16,82.44,558.52,12.03,33.11,0.48,15.34,232.15,0.17,3.09,47.23,1.03,208.09,311.97,25.08,458.76,1.36,42.53,4.23,28.60,6.97,6.07,11.00,1.40,0.14,1.23,1.38,2.63,0.15,0.12,0.17,0.29,0.52,0.33,0.13,0.34,11.20,0.24,0.09,0.22,0.35
2016-10-10,"Tap water","1.00 cup",0.00,0.00,0.00,236.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.11,0.02,0.00,2.37,0.00,0.00,0.00,0.00,9.48,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-10-10,"Vegetable soup, plain, homemade","1.00 cup",96.93,0.00,0.00,253.08,0.26,0.00,0.10,1.41,0.61,0.29,52.98,2751.85,34.97,0.00,0.95,58.57,57.51,0.16,1.04,35.87,0.35,77.97,472.83,1.81,189.97,0.55,19.16,4.24,8.27,5.09,1.72,0.00,0.35,0.16,0.76,0.92,0.28,0.01,0.04,0.07,0.12,0.18,0.17,0.04,0.12,3.11,0.12,0.04,0.08,0.15
2016-10-10,"Vegetables, broccoli and cauliflower, frozen, boiled, drained","1.00 250ml",46.66,0.00,0.00,179.53,0.09,0.00,0.13,0.75,0.36,0.21,68.90,2354.76,69.50,0.00,1.36,109.23,66.47,0.07,0.99,28.31,0.46,77.13,310.54,2.44,40.89,0.42,8.86,4.89,1.55,2.42,0.32,0.00,0.02,,,0.15,0.05,0.00,0.04,0.09,0.18,0.23,0.24,0.06,0.15,4.59,0.16,0.05,0.10,0.22
2016-10-10,"Wheat bread","1.50 large slice - 4 1/2"" x 4 1/4"" x 1/2""",172.22,0.00,0.00,22.70,0.27,0.00,0.16,3.62,0.53,0.07,54.82,1.29,0.13,0.00,0.12,3.16,85.79,0.10,2.25,29.03,0.76,96.10,114.16,18.58,327.66,0.77,31.40,2.58,23.23,3.81,2.09,0.00,0.39,0.09,0.88,0.97,0.50,0.02,0.08,0.08,0.14,0.25,0.12,0.06,0.17,6.91,0.11,0.05,0.09,0.17
